"Slough","Habitat","Season","Species","2.5%","50%","97.5%"
"SRS","Marsh","Dry","RANATP",2.012,2.142,2.528
"SRS","Marsh","Dry","SIRLAC",2.748,3.167,3.604
"SRS","Marsh","Dry","NOTVIR",2.27,3.256,5.189
"SRS","Marsh","Dry","NERFLO",2.898,3.679,4.49
"SRS","Pond","Dry","RANGRY",2.357,2.614,2.899
"SRS","Pond","Dry","SIRLAC",2.764,3.108,3.473
"SRS","Pond","Dry","AMPMEA",3.069,3.813,5.747
"SRS","Pond","Wet","ACRIPT",2.019,2.281,3.059
"SRS","Pond","Wet","NOTVIR",3.099,3.402,3.745
