"","names","interval","lower","upper"
"323","SRS_Marsh_Dry.S.lac1","95%",0.0125733537734043,0.195514252491895
"324","SRS_Marsh_Dry.S.lac1","50%",0.0263663516709985,0.0654472242231331
"325","SRS_Marsh_Dry.R.gry1","99%",0.0680326740844686,0.856307112331649
"326","SRS_Marsh_Dry.R.gry1","95%",0.0931471504063954,0.57539454560073
"327","SRS_Marsh_Dry.R.gry1","50%",0.162998358411744,0.295697384920762
"328","SRS_Marsh_Dry.S.lac1","99%",0.00839114553893172,0.387925836828281
"329","SRS_Marsh_Dry.S.lac1","95%",0.0125733537734043,0.195514252491895
"330","SRS_Marsh_Dry.S.lac1","50%",0.0263663516709985,0.0654472242231331
"331","SRS_Marsh_Dry.R.gry1","99%",0.0680326740844686,0.856307112331649
"332","SRS_Marsh_Dry.R.gry1","95%",0.0931471504063954,0.57539454560073
"333","SRS_Marsh_Dry.R.gry1","50%",0.162998358411744,0.295697384920762
"334","SRS_Marsh_Dry.S.lac1","99%",0.00839114553893172,0.387925836828281
"335","SRS_Marsh_Dry.S.lac1","95%",0.0125733537734043,0.195514252491895
"336","SRS_Marsh_Dry.S.lac1","50%",0.0263663516709985,0.0654472242231331
"337","SRS_Marsh_Dry.R.gry1","99%",0.0680326740844686,0.856307112331649
"338","SRS_Marsh_Dry.R.gry1","95%",0.0931471504063954,0.57539454560073
"339","SRS_Marsh_Dry.R.gry1","50%",0.162998358411744,0.295697384920762
"340","SRS_Marsh_Dry.S.lac1","99%",0.00839114553893172,0.387925836828281
"341","SRS_Marsh_Dry.S.lac1","95%",0.0125733537734043,0.195514252491895
"342","SRS_Marsh_Dry.S.lac1","50%",0.0263663516709985,0.0654472242231331
"343","SRS_Marsh_Dry.R.gry1","99%",0.0680326740844686,0.856307112331649
"344","SRS_Marsh_Dry.R.gry1","95%",0.0931471504063954,0.57539454560073
"345","SRS_Marsh_Dry.R.gry1","50%",0.162998358411744,0.295697384920762
"346","SRS_Marsh_Dry.S.lac1","99%",0.00839114553893172,0.387925836828281
"347","SRS_Marsh_Dry.S.lac1","95%",0.0125733537734043,0.195514252491895
"348","SRS_Marsh_Dry.S.lac1","50%",0.0263663516709985,0.0654472242231331
"349","SRS_Marsh_Dry.R.gry1","99%",0.0680326740844686,0.856307112331649
"350","SRS_Marsh_Dry.R.gry1","95%",0.0931471504063954,0.57539454560073
"351","SRS_Marsh_Dry.R.gry1","50%",0.162998358411744,0.295697384920762
"352","SRS_Marsh_Dry.S.lac1","99%",0.00839114553893172,0.387925836828281
"353","SRS_Marsh_Dry.S.lac1","95%",0.0125733537734043,0.195514252491895
"354","SRS_Marsh_Dry.S.lac1","50%",0.0263663516709985,0.0654472242231331
"355","SRS_Marsh_Dry.R.gry1","99%",0.0680326740844686,0.856307112331649
"356","SRS_Marsh_Dry.R.gry1","95%",0.0931471504063954,0.57539454560073
"357","SRS_Marsh_Dry.R.gry1","50%",0.162998358411744,0.295697384920762
"358","SRS_Marsh_Dry.S.lac1","99%",0.00839114553893172,0.387925836828281
"359","SRS_Marsh_Dry.S.lac1","95%",0.0125733537734043,0.195514252491895
"360","SRS_Marsh_Dry.S.lac1","50%",0.0263663516709985,0.0654472242231331
"361","SRS_Marsh_Dry.R.gry1","99%",0.0680326740844686,0.856307112331649
"362","SRS_Marsh_Dry.R.gry1","95%",0.0931471504063954,0.57539454560073
"363","SRS_Marsh_Dry.R.gry1","50%",0.162998358411744,0.295697384920762
"364","SRS_Marsh_Dry.S.lac1","99%",0.00839114553893172,0.387925836828281
"365","SRS_Marsh_Dry.S.lac1","95%",0.0125733537734043,0.195514252491895
"366","SRS_Marsh_Dry.S.lac1","50%",0.0263663516709985,0.0654472242231331
"367","SRS_Marsh_Dry.R.gry1","99%",0.0680326740844686,0.856307112331649
"368","SRS_Marsh_Dry.R.gry1","95%",0.0931471504063954,0.57539454560073
"369","SRS_Marsh_Dry.R.gry1","50%",0.162998358411744,0.295697384920762
"370","SRS_Marsh_Dry.S.lac1","99%",0.00839114553893172,0.387925836828281
"371","SRS_Marsh_Dry.S.lac1","95%",0.0125733537734043,0.195514252491895
"372","SRS_Marsh_Dry.S.lac1","50%",0.0263663516709985,0.0654472242231331
"373","SRS_Marsh_Dry.R.gry1","99%",0.0680326740844686,0.856307112331649
"374","SRS_Marsh_Dry.R.gry1","95%",0.0931471504063954,0.57539454560073
"375","SRS_Marsh_Dry.R.gry1","50%",0.162998358411744,0.295697384920762
"376","SRS_Marsh_Dry.S.lac1","99%",0.00839114553893172,0.387925836828281
"377","SRS_Marsh_Dry.S.lac1","95%",0.0125733537734043,0.195514252491895
"378","SRS_Marsh_Dry.S.lac1","50%",0.0263663516709985,0.0654472242231331
"379","SRS_Marsh_Dry.R.gry1","99%",0.0680326740844686,0.856307112331649
"380","SRS_Marsh_Dry.R.gry1","95%",0.0931471504063954,0.57539454560073
"381","SRS_Marsh_Dry.R.gry1","50%",0.162998358411744,0.295697384920762
"382","SRS_Marsh_Dry.S.lac1","99%",0.00839114553893172,0.387925836828281
"383","SRS_Marsh_Dry.S.lac1","95%",0.0125733537734043,0.195514252491895
"384","SRS_Marsh_Dry.S.lac1","50%",0.0263663516709985,0.0654472242231331
"385","SRS_Marsh_Dry.R.gry1","99%",0.0680326740844686,0.856307112331649
"386","SRS_Marsh_Dry.R.gry1","95%",0.0931471504063954,0.57539454560073
"387","SRS_Marsh_Dry.R.gry1","50%",0.162998358411744,0.295697384920762
"388","SRS_Marsh_Dry.S.lac1","99%",0.00839114553893172,0.387925836828281
"389","SRS_Marsh_Dry.S.lac1","95%",0.0125733537734043,0.195514252491895
"390","SRS_Marsh_Dry.S.lac1","50%",0.0263663516709985,0.0654472242231331
"391","SRS_Marsh_Dry.R.gry1","99%",0.0680326740844686,0.856307112331649
"392","SRS_Marsh_Dry.R.gry1","95%",0.0931471504063954,0.57539454560073
"393","SRS_Marsh_Dry.R.gry1","50%",0.162998358411744,0.295697384920762
"394","SRS_Marsh_Dry.S.lac1","99%",0.00839114553893172,0.387925836828281
"395","SRS_Marsh_Dry.S.lac1","95%",0.0125733537734043,0.195514252491895
"396","SRS_Marsh_Dry.S.lac1","50%",0.0263663516709985,0.0654472242231331
"397","SRS_Marsh_Dry.R.gry1","99%",0.0680326740844686,0.856307112331649
"398","SRS_Marsh_Dry.R.gry1","95%",0.0931471504063954,0.57539454560073
"399","SRS_Marsh_Dry.R.gry1","50%",0.162998358411744,0.295697384920762
"400","SRS_Marsh_Dry.S.lac1","99%",0.00839114553893172,0.387925836828281
"401","SRS_Marsh_Dry.S.lac1","95%",0.0125733537734043,0.195514252491895
"402","SRS_Marsh_Dry.S.lac1","50%",0.0263663516709985,0.0654472242231331
