"","TA","SEA","SEAc"
"SRS_Marsh_Dry.R.gry1",0.26343205793912,0.218158635908101,0.272698294885126
"SRS_Marsh_Dry.S.lac1",0.0292310671045357,0.0530192909300945,0.106038581860189
